st_postaje;datum;tem_pov_dnev_kla;tem_7h;tem_14h;tem_21h;tem_maks;tem_min;padavine_mm;sneg_skupaj_cm;sneg_nov_cm;rel_vlaga_7h;rel_vlaga_14h;rel_vlaga_21h;trajanje_sonca_ure;oblacnost_7h_v_desetinah;oblacnost_14h_v_desetinah;oblacnost_21h_v_desetinah;smer_vetra_7h;hitrost_vetra_7h;smer_vetra_14h;hitrost_vetra_14h;smer_vetra_21h;hitrost_vetra_21h;stanje_tal_7h;stanje_tal_14h;stanje_tal_21h;vidnost_7h;vidnost_14h;vidnost_21h;tlak_7h;tlak_14h;tlak_21h;ime_postaje;nadm_visina;ge_sir_wgs84;ge_dol_wgs84
158;1961-01-01;-1.9;-4.2;-0.8;-1.3;-0.5;-4.5;-1;7;-1;92;94;93;null;10;10;10;0;0.0;4;0.9;0;0.0;9;9;9;null;null;null;null;null;null;NOVA VAS NA BLOKAH;720;45.7730618080916;14.5093751902272
158;1961-01-02;0.4;-1.5;-0.2;1.7;2.2;-2.4;11.0;18;14;97;95;98;null;10;10;10;0;0.0;0;0.0;28;0.9;9;7;7;null;null;null;null;null;null;NOVA VAS NA BLOKAH;720;45.7730618080916;14.5093751902272
158;1961-01-03;4.7;2.6;5.2;5.4;6.3;1.4;4.8;12;0;83;82;82;null;9;10;10;20;4.4;20;2.4;20;4.4;7;7;7;null;null;null;null;null;null;NOVA VAS NA BLOKAH;720;45.7730618080916;14.5093751902272
158;1961-01-04;2.5;6.3;3.2;0.2;6.4;0.0;8.7;6;-1;72;91;97;null;10;10;10;16;9.3;12;0.9;0;0.0;6;6;6;null;null;null;null;null;null;NOVA VAS NA BLOKAH;720;45.7730618080916;14.5093751902272
158;1961-01-05;-1.4;0.2;1.6;-3.6;2.9;-3.9;16.2;1;1;98;87;95;null;10;10;5;4;0.9;12;0.9;0;0.0;6;6;6;null;null;null;null;null;null;NOVA VAS NA BLOKAH;720;45.7730618080916;14.5093751902272
158;1961-01-06;-1.9;-2.8;0.6;-2.6;1.0;-6.4;-1;1;-1;97;97;88;null;9;8;10;0;0.0;4;0.9;32;2.4;6;6;6;null;null;null;null;null;null;NOVA VAS NA BLOKAH;720;45.7730618080916;14.5093751902272
158;1961-01-07;0.6;0.1;1.4;0.4;2.3;-2.8;5.6;2;1;98;97;97;null;10;10;10;4;0.9;4;0.9;4;0.9;7;7;7;null;null;null;null;null;null;NOVA VAS NA BLOKAH;720;45.7730618080916;14.5093751902272
158;1961-01-08;-1.8;-1.4;-0.8;-2.4;0.7;-6.9;8.7;7;6;95;96;100;null;10;10;7;0;0.0;0;0.0;28;0.9;7;7;7;null;null;null;null;null;null;NOVA VAS NA BLOKAH;720;45.7730618080916;14.5093751902272
158;1961-01-09;-2.2;-1.4;1.8;-4.6;2.5;-5.0;0.9;11;5;95;90;94;null;10;9;5;4;0.9;8;2.4;4;0.9;7;7;7;null;null;null;null;null;null;NOVA VAS NA BLOKAH;720;45.7730618080916;14.5093751902272
158;1961-01-10;-8.0;-10.4;-3.0;-9.3;-2.4;-12.0;1.2;10;0;85;91;89;null;3;10;10;0;0.0;0;0.0;0;0.0;7;7;7;null;null;null;null;null;null;NOVA VAS NA BLOKAH;720;45.7730618080916;14.5093751902272
