st_postaje;datum;tem_pov_dnev_kla;tem_7h;tem_14h;tem_21h;tem_maks;tem_min;padavine_mm;sneg_skupaj_cm;sneg_nov_cm;rel_vlaga_7h;rel_vlaga_14h;rel_vlaga_21h;trajanje_sonca_ure;oblacnost_7h_v_desetinah;oblacnost_14h_v_desetinah;oblacnost_21h_v_desetinah;smer_vetra_7h;hitrost_vetra_7h;smer_vetra_14h;hitrost_vetra_14h;smer_vetra_21h;hitrost_vetra_21h;stanje_tal_7h;stanje_tal_14h;stanje_tal_21h;vidnost_7h;vidnost_14h;vidnost_21h;tlak_7h;tlak_14h;tlak_21h;ime_postaje;nadm_visina;ge_sir_wgs84;ge_dol_wgs84
786;2008-06-01;23.3;19.9;28.5;22.3;29.0;15.8;-999;-9;-9;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-02;20.1;20.0;26.5;17.0;26.5;15.0;-999;-9;-9;72;40;90;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-03;17.6;16.5;22.0;16.0;23.0;13.0;-999;-9;-9;85;63;92;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-04;17.6;15.5;21.0;17.0;22.5;15.0;-999;-9;-9;93;65;92;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-05;15.9;16.0;16.5;15.5;18.5;14.5;-999;-9;-9;93;92;92;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-06;16.8;15.0;21.0;15.5;22.5;14.0;-999;-9;-9;93;57;91;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-07;15.6;15.0;16.5;15.5;18.0;13.0;-999;-9;-9;91;90;86;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-08;16.3;14.0;21.0;15.0;21.0;13.5;-999;-9;-9;94;63;92;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-09;16.4;14.5;21.0;15.0;23.5;13.5;-999;-9;-9;93;53;91;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-10;18.4;15.0;24.5;17.0;25.5;11.0;-999;-9;-9;92;41;82;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-11;17.5;16.5;25.5;14.0;26.0;12.5;-999;-9;-9;71;42;93;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-12;15.8;14.5;17.5;15.5;18.0;13.0;-999;-9;-9;94;70;89;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-13;12.5;14.0;13.0;11.5;19.0;11.5;-999;-9;-9;90;83;65;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-14;12.0;11.0;16.0;10.5;16.5;10.0;-999;-9;-9;75;60;93;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-15;14.5;10.5;17.5;15.0;20.0;9.5;-999;-9;-9;92;45;70;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-16;17.0;15.0;21.0;16.0;21.0;9.5;-999;-9;-9;68;52;77;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-17;16.3;14.0;20.0;15.5;21.0;13.0;-999;-9;-9;85;80;93;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-18;16.9;14.5;21.0;16.0;21.0;14.0;-999;-9;-9;94;85;87;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-19;18.4;13.0;24.5;18.0;26.0;10.5;-999;-9;-9;94;43;75;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-20;20.6;17.0;27.5;19.0;28.0;13.5;-999;-9;-9;93;38;81;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-21;21.0;16.5;27.5;20.0;28.0;13.5;-999;-9;-9;93;47;76;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-22;23.1;18.0;28.5;23.0;29.5;15.0;-999;-9;-9;93;42;65;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-23;23.4;21.0;30.5;21.0;31.0;14.5;-999;-9;-9;88;41;85;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-24;20.6;19.0;28.5;17.5;29.5;15.5;-999;-9;-9;80;47;92;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-25;22.4;16.5;27.0;23.0;28.5;14.5;-999;-9;-9;93;54;75;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-26;22.8;19.0;27.0;22.5;29.0;19.0;-999;-9;-9;92;47;78;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-27;20.1;17.5;26.9;18.0;27.5;16.5;-999;-9;-9;91;51;90;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-28;20.1;18.0;25.2;18.5;25.5;16.5;-999;-9;-9;85;44;75;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-29;21.3;17.0;27.0;20.5;27.5;14.5;-999;-9;-9;94;46;65;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-06-30;19.5;20.0;22.3;17.8;25.4;16.9;-999;-9;-9;94;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-07-01;20.8;18.8;27.3;18.5;27.8;14.5;4.9;-1;-1;90;47;84;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-07-02;21.5;18.5;29.5;19.0;29.6;15.1;-1;-1;-1;93;43;82;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-07-03;24.5;20.0;30.0;24.0;30.4;16.7;-1;-1;-1;81;43;65;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-07-04;20.4;18.5;29.8;16.7;29.8;16.7;0.2;-1;-1;91;38;93;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-07-05;18.8;17.0;24.2;16.9;25.9;15.9;23.0;-1;-1;94;42;81;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-07-06;21.8;13.2;27.0;23.5;28.5;12.7;-1;-1;-1;93;44;64;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-07-07;23.6;18.4;29.1;23.5;29.9;18.2;-1;-1;-1;87;47;68;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-07-08;15.1;15.7;16.5;14.1;23.5;14.1;5.0;-1;-1;89;86;92;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-07-09;18.9;12.6;24.8;19.0;25.0;11.1;1.2;-1;-1;94;41;73;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-07-10;20.9;16.0;25.5;21.0;26.8;15.3;0.1;-1;-1;92;46;79;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-07-11;23.3;14.7;29.5;24.4;30.4;14.1;-1;-1;-1;94;38;66;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
786;2008-07-12;24.0;15.9;29.9;25.0;30.7;15.6;-1;-1;-1;93;38;62;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;IVANJKOVCI;225;46.4605101616927;16.1549178657454
