st_postaje;datum;tem_pov_dnev_kla;tem_7h;tem_14h;tem_21h;tem_maks;tem_min;padavine_mm;sneg_skupaj_cm;sneg_nov_cm;rel_vlaga_7h;rel_vlaga_14h;rel_vlaga_21h;trajanje_sonca_ure;oblacnost_7h_v_desetinah;oblacnost_14h_v_desetinah;oblacnost_21h_v_desetinah;smer_vetra_7h;hitrost_vetra_7h;smer_vetra_14h;hitrost_vetra_14h;smer_vetra_21h;hitrost_vetra_21h;stanje_tal_7h;stanje_tal_14h;stanje_tal_21h;vidnost_7h;vidnost_14h;vidnost_21h;tlak_7h;tlak_14h;tlak_21h;ime_postaje;nadm_visina;ge_sir_wgs84;ge_dol_wgs84
344;1961-01-01;-0.6;-1.2;0.4;-0.7;0.9;-1.5;3.7;5;3;null;null;null;null;10;10;10;32;0.9;32;0.9;32;2.4;7;7;7;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-02;0.4;0.2;0.6;0.4;1.0;-0.9;1.2;8;3;null;null;null;null;10;10;7;32;2.4;12;0.9;12;0.9;7;7;7;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-03;6.8;4.1;7.5;7.8;8.1;0.4;1.0;10;2;null;null;null;null;3;9;9;16;6.7;16;4.4;16;9.3;7;7;6;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-04;6.4;10.4;6.6;4.3;10.8;3.9;-1;-1;-1;null;null;null;null;5;10;10;16;9.3;16;0.9;0;0.0;5;5;2;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-05;2.0;2.0;3.3;1.4;4.3;1.2;2.4;-1;-1;null;null;null;null;8;10;5;24;0.9;24;0.9;24;0.9;2;2;2;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-06;1.4;-2.7;4.1;2.0;5.5;-3.5;2.5;-1;-1;null;null;null;null;10;8;10;24;0.9;24;0.9;20;4.4;2;2;2;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-07;3.4;3.9;5.8;2.0;7.3;0.2;-1;-1;-1;null;null;null;null;10;10;8;16;2.4;24;0.9;24;0.9;2;2;2;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-08;3.2;0.6;6.2;3.0;6.5;-0.4;1.2;-1;-1;null;null;null;null;7;7;8;8;2.4;8;2.4;8;0.9;2;2;2;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-09;1.4;0.2;5.1;0.2;6.2;-1.4;-1;-1;-1;null;null;null;null;10;4;10;24;0.9;24;2.4;24;4.4;2;2;2;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-10;1.8;0.1;3.7;1.7;3.9;-1.3;0.4;0;0;null;null;null;null;9;3;8;24;0.9;24;2.4;24;0.9;2;2;2;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-11;4.7;2.7;8.2;3.9;8.4;1.2;-1;-1;-1;null;null;null;null;9;6;10;16;2.4;16;2.4;16;0.9;2;2;2;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-12;-0.1;0.4;0.8;-0.8;4.5;-1.1;8.0;0;0;null;null;null;null;10;10;10;28;0.9;28;0.9;28;0.9;5;5;5;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-13;-4.4;-6.2;1.3;-6.3;1.8;-7.3;1.4;0;0;null;null;null;null;0;0;0;8;0.9;8;0.9;0;0.0;5;2;3;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-14;-5.5;-9.3;-4.2;-4.3;-3.5;-9.8;-1;-1;-1;null;null;null;null;0;10;10;8;0.9;24;0.9;24;2.4;3;3;3;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-15;-3.1;-4.1;-2.4;-3.0;-2.0;-4.6;-1;-1;-1;null;null;null;null;10;10;10;32;2.4;32;2.4;32;0.9;3;3;3;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-16;-3.2;-2.3;1.4;-5.9;1.9;-6.1;-1;-1;-1;null;null;null;null;9;5;0;24;0.9;24;0.9;24;0.9;3;3;3;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-17;-4.6;-5.0;0.7;-7.0;0.8;-8.4;-1;-1;-1;null;null;null;null;10;1;0;4;0.9;4;0.9;4;0.9;3;3;3;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-18;-8.6;-8.1;-4.1;-11.0;-3.2;-11.5;-1;-1;-1;null;null;null;null;9;0;0;32;2.4;32;0.9;32;0.9;3;3;3;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-19;-10.0;-14.0;-3.3;-11.3;-2.2;-14.5;-1;-1;-1;null;null;null;null;0;0;0;28;0.9;24;0.9;24;0.9;3;3;3;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
344;1961-01-20;-8.3;-12.9;-0.4;-10.0;0.1;-14.0;-1;-1;-1;null;null;null;null;0;0;0;24;0.9;24;0.9;24;0.9;3;3;3;null;null;null;null;null;null;PODLEHNIK;350;46.3496984488358;15.8450994955009
