st_postaje;datum;tem_pov_dnev_kla;tem_7h;tem_14h;tem_21h;tem_maks;tem_min;padavine_mm;sneg_skupaj_cm;sneg_nov_cm;rel_vlaga_7h;rel_vlaga_14h;rel_vlaga_21h;trajanje_sonca_ure;oblacnost_7h_v_desetinah;oblacnost_14h_v_desetinah;oblacnost_21h_v_desetinah;smer_vetra_7h;hitrost_vetra_7h;smer_vetra_14h;hitrost_vetra_14h;smer_vetra_21h;hitrost_vetra_21h;stanje_tal_7h;stanje_tal_14h;stanje_tal_21h;vidnost_7h;vidnost_14h;vidnost_21h;tlak_7h;tlak_14h;tlak_21h;ime_postaje;nadm_visina;ge_sir_wgs84;ge_dol_wgs84
73;1961-05-01;10.9;8.7;15.8;9.6;16.2;7.9;-1;-1;-1;77;56;88;null;10;8;3;0;0.0;12;4.4;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-02;10.9;9.7;14.3;9.8;16.0;7.8;-1;-1;-1;81;67;78;null;7;6;4;0;0.0;16;2.4;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-03;12.8;8.5;17.0;12.8;17.8;6.9;-1;-1;-1;90;62;78;null;0;3;10;0;0.0;28;4.4;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-04;13.6;10.8;17.6;13.0;18.8;8.8;1.0;-1;-1;78;63;88;null;3;4;2;0;0.0;16;6.7;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-05;14.5;12.0;18.6;13.7;18.6;7.3;-1;-1;-1;90;68;82;null;10;5;8;0;0.0;16;6.7;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-06;16.5;14.2;19.8;15.9;20.1;10.0;-1;-1;-1;83;68;81;null;7;7;8;28;4.4;16;6.7;24;4.4;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-07;15.2;12.0;19.2;14.8;20.0;10.6;21.4;-1;-1;86;68;81;null;2;6;3;32;6.7;16;4.4;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-08;10.3;12.8;11.4;8.4;14.9;8.2;0.0;-1;-1;91;88;93;null;10;10;5;0;0.0;12;4.4;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-09;10.2;8.2;16.4;8.0;17.0;6.7;10.9;-1;-1;89;65;84;null;0;8;3;0;0.0;16;6.7;32;2.4;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-10;9.9;6.2;13.8;9.8;14.9;5.8;20.7;-1;-1;83;71;47;null;2;5;2;0;0.0;32;6.7;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-11;8.8;8.4;11.2;7.8;13.3;5.2;-1;-1;-1;55;58;53;null;0;6;1;32;4.4;32;6.7;32;4.4;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-12;7.7;6.8;10.1;6.9;12.3;5.9;-1;-1;-1;61;54;82;null;6;7;10;32;2.4;32;4.4;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-13;7.8;5.3;10.2;7.9;11.3;3.9;-1;-1;-1;86;82;90;null;5;10;3;0;0.0;16;2.4;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-14;11.3;7.8;14.8;11.2;15.3;6.0;-1;-1;-1;89;72;77;null;4;6;5;0;0.0;16;4.4;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-15;10.2;10.4;12.4;9.0;14.5;9.0;-1;-1;-1;85;97;96;null;10;10;10;0;0.0;0;0.0;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-16;8.4;6.8;11.0;7.8;12.2;5.9;93.0;-1;-1;90;81;89;null;7;10;10;16;2.4;16;4.4;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-17;9.6;7.6;13.4;8.6;15.2;6.5;3.0;-1;-1;87;63;82;null;10;7;0;0;0.0;16;4.4;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-18;9.7;7.0;13.2;9.2;14.7;5.4;-1;-1;-1;78;67;73;null;1;7;2;0;0.0;8;4.4;32;2.4;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-19;10.2;8.7;13.0;9.5;14.5;7.3;-1;-1;-1;76;65;66;null;10;7;5;32;2.4;32;0.9;32;2.4;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-20;9.7;10.7;13.4;7.3;15.9;7.3;-1;-1;-1;59;65;92;null;1;10;10;32;2.4;0;0.0;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-21;8.4;8.8;8.6;8.0;12.7;5.8;-1;-1;-1;83;91;94;null;10;10;10;0;0.0;16;2.4;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-22;11.3;9.6;13.8;10.8;15.6;8.0;7.2;-1;-1;75;62;72;null;3;7;6;32;2.4;32;4.4;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-23;10.6;9.8;14.2;9.1;15.8;7.0;-1;-1;-1;87;69;96;null;10;6;10;0;0.0;16;2.4;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-24;11.9;9.7;15.4;11.3;16.2;8.1;3.4;-1;-1;95;74;85;null;10;10;5;0;0.0;16;6.7;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-25;13.6;10.1;18.4;12.9;19.9;8.8;2.0;-1;-1;90;60;79;null;1;3;0;0;0.0;28;6.7;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-26;13.9;12.4;18.0;12.6;19.1;9.0;-1;-1;-1;78;72;91;null;4;3;5;0;0.0;28;4.4;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-27;11.4;11.0;12.2;11.1;15.2;10.8;4.3;-1;-1;98;99;98;null;10;10;10;0;0.0;16;0.9;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
73;1961-05-28;12.0;11.0;12.8;12.0;15.4;9.4;46.3;-1;-1;99;97;97;null;10;10;10;0;0.0;16;2.4;0;0.0;null;null;null;null;null;null;null;null;null;NOVAKI;650;46.1496723776782;14.0453127722739
