st_postaje;datum;tem_pov_dnev_kla;tem_7h;tem_14h;tem_21h;tem_maks;tem_min;padavine_mm;sneg_skupaj_cm;sneg_nov_cm;rel_vlaga_7h;rel_vlaga_14h;rel_vlaga_21h;trajanje_sonca_ure;oblacnost_7h_v_desetinah;oblacnost_14h_v_desetinah;oblacnost_21h_v_desetinah;smer_vetra_7h;hitrost_vetra_7h;smer_vetra_14h;hitrost_vetra_14h;smer_vetra_21h;hitrost_vetra_21h;stanje_tal_7h;stanje_tal_14h;stanje_tal_21h;vidnost_7h;vidnost_14h;vidnost_21h;tlak_7h;tlak_14h;tlak_21h;ime_postaje;nadm_visina;ge_sir_wgs84;ge_dol_wgs84
120;1962-05-01;6.6;7.0;6.8;6.2;null;null;-1;-1;-1;89;68;64;null;6;7;1;4;9.3;4;6.7;4;2.4;null;null;null;null;null;null;null;null;null;KOŠTABONA;250;45.4830660817886;13.7287123141088
120;1962-05-02;8.9;4.9;12.2;9.2;null;null;-1;-1;-1;64;90;68;null;2;4;9;16;4.4;16;9.3;0;0.0;null;null;null;null;null;null;null;null;null;KOŠTABONA;250;45.4830660817886;13.7287123141088
120;1962-05-03;11.4;9.8;14.0;10.8;null;null;-1;-1;-1;72;81;90;null;10;10;0;20;0.9;4;4.4;0;0.0;null;null;null;null;null;null;null;null;null;KOŠTABONA;250;45.4830660817886;13.7287123141088
120;1962-05-04;11.1;11.8;11.0;10.8;null;null;-1;-1;-1;87;98;84;null;9;10;0;20;4.4;32;9.3;32;0.9;null;null;null;null;null;null;null;null;null;KOŠTABONA;250;45.4830660817886;13.7287123141088
120;1962-05-05;13.8;11.2;18.6;12.6;null;null;33.0;-1;-1;89;82;77;null;9;6;0;32;0.9;12;2.4;32;0.9;null;null;null;null;null;null;null;null;null;KOŠTABONA;250;45.4830660817886;13.7287123141088
120;1962-05-06;17.4;18.5;19.9;15.6;null;null;-1;-1;-1;55;47;68;null;3;5;2;12;2.4;20;6.7;20;0.9;null;null;null;null;null;null;null;null;null;KOŠTABONA;250;45.4830660817886;13.7287123141088
120;1962-05-07;17.6;15.7;21.5;16.5;null;null;-1;-1;-1;70;52;68;null;7;2;0;20;2.4;20;9.3;0;0.0;null;null;null;null;null;null;null;null;null;KOŠTABONA;250;45.4830660817886;13.7287123141088
120;1962-05-08;18.3;18.9;23.0;15.7;null;null;-1;-1;-1;66;61;81;null;2;1;0;0;0.0;20;6.7;32;0.9;null;null;null;null;null;null;null;null;null;KOŠTABONA;250;45.4830660817886;13.7287123141088
120;1962-05-09;18.9;19.2;22.1;17.1;null;null;-1;-1;-1;71;67;70;null;6;9;0;12;0.9;16;9.3;32;4.4;null;null;null;null;null;null;null;null;null;KOŠTABONA;250;45.4830660817886;13.7287123141088
120;1962-05-10;18.6;17.9;21.5;17.5;null;null;-1;-1;-1;76;60;62;null;4;2;5;32;6.7;16;9.3;32;0.9;null;null;null;null;null;null;null;null;null;KOŠTABONA;250;45.4830660817886;13.7287123141088
120;1962-05-11;15.3;13.1;19.7;14.2;null;null;1.8;-1;-1;66;56;96;null;9;4;9;32;9.3;16;4.4;0;0.0;null;null;null;null;null;null;null;null;null;KOŠTABONA;250;45.4830660817886;13.7287123141088
120;1962-05-12;14.3;12.8;17.1;13.6;null;null;0.7;-1;-1;91;66;95;null;8;7;10;32;4.4;20;9.3;16;4.4;null;null;null;null;null;null;null;null;null;KOŠTABONA;250;45.4830660817886;13.7287123141088
120;1962-05-13;16.2;15.7;19.7;14.6;null;null;16.3;-1;-1;89;76;98;null;10;10;10;4;6.7;4;9.3;12;9.3;null;null;null;null;null;null;null;null;null;KOŠTABONA;250;45.4830660817886;13.7287123141088
120;1962-05-14;12.7;12.2;15.9;11.4;null;null;20.0;-1;-1;99;78;100;null;9;6;10;12;9.3;12;9.3;12;6.7;null;null;null;null;null;null;null;null;null;KOŠTABONA;250;45.4830660817886;13.7287123141088
