st_postaje;datum;tem_pov_dnev_kla;tem_7h;tem_14h;tem_21h;tem_maks;tem_min;padavine_mm;sneg_skupaj_cm;sneg_nov_cm;rel_vlaga_7h;rel_vlaga_14h;rel_vlaga_21h;trajanje_sonca_ure;oblacnost_7h_v_desetinah;oblacnost_14h_v_desetinah;oblacnost_21h_v_desetinah;smer_vetra_7h;hitrost_vetra_7h;smer_vetra_14h;hitrost_vetra_14h;smer_vetra_21h;hitrost_vetra_21h;stanje_tal_7h;stanje_tal_14h;stanje_tal_21h;vidnost_7h;vidnost_14h;vidnost_21h;tlak_7h;tlak_14h;tlak_21h;ime_postaje;nadm_visina;ge_sir_wgs84;ge_dol_wgs84
620;1961-01-01;-0.2;-1.6;1.1;-0.1;1.3;-2.0;-1;9;-1;null;null;null;null;10;10;10;0;0.0;0;0.0;0;0.0;9;7;7;4;4;4;982.9;983.0;982.2;LJUBLJANA - AERODROM;284;46.0663605239669;14.5452617290816
620;1961-01-02;0.1;-0.5;0.4;0.2;0.7;-0.8;26.9;35;26;null;null;null;null;10;10;10;0;0.0;0;0.0;0;0.0;7;7;7;3;5;2;978.9;978.1;978.6;LJUBLJANA - AERODROM;284;46.0663605239669;14.5452617290816
620;1961-01-03;1.7;0.3;2.3;2.0;7.5;0.1;7.2;40;10;null;null;null;null;10;9;10;0;0.0;0;0.0;0;0.0;7;7;7;2;6;2;976.4;972.1;970.2;LJUBLJANA - AERODROM;284;46.0663605239669;14.5452617290816
620;1961-01-04;1.5;1.9;2.1;1.0;4.5;0.8;16.7;21;-1;null;null;null;null;10;10;10;0;0.0;0;0.0;0;0.0;7;7;7;6;4;1;963.0;967.0;969.4;LJUBLJANA - AERODROM;284;46.0663605239669;14.5452617290816
620;1961-01-05;1.0;1.0;1.8;0.6;2.6;0.5;18.9;13;-1;null;null;null;null;10;10;10;0;0.0;0;0.0;0;0.0;7;7;7;3;7;3;972.9;977.2;984.0;LJUBLJANA - AERODROM;284;46.0663605239669;14.5452617290816
620;1961-01-06;-0.6;0.2;1.4;-2.0;1.4;-3.4;1.5;10;0;null;null;null;null;10;9;10;0;0.0;0;0.0;0;0.0;7;7;7;5;7;1;986.9;984.5;981.2;LJUBLJANA - AERODROM;284;46.0663605239669;14.5452617290816
620;1961-01-07;0.4;-0.4;1.0;0.5;1.0;-2.2;1.5;10;1;null;null;null;null;10;10;10;0;0.0;0;0.0;32;2.4;7;7;7;4;3;3;979.2;979.8;983.2;LJUBLJANA - AERODROM;284;46.0663605239669;14.5452617290816
620;1961-01-08;0.1;-0.6;2.0;-0.6;2.7;-1.9;6.4;12;3;null;null;null;null;10;10;10;0;0.0;0;0.0;0;0.0;7;7;7;2;5;1;984.1;980.9;981.0;LJUBLJANA - AERODROM;284;46.0663605239669;14.5452617290816
620;1961-01-09;0.4;-0.7;1.0;0.6;1.2;-1.3;0.0;12;1;null;null;null;null;10;10;10;0;0.0;0;0.0;0;0.0;7;7;7;3;3;2;981.8;980.6;980.9;LJUBLJANA - AERODROM;284;46.0663605239669;14.5452617290816
620;1961-01-10;-0.2;0.2;0.0;-0.5;0.8;-0.6;2.5;13;1;null;null;null;null;10;10;10;0;0.0;0;0.0;32;0.9;7;7;7;5;5;5;982.1;981.2;980.8;LJUBLJANA - AERODROM;284;46.0663605239669;14.5452617290816
